品牌ID,品牌名称,城市,平台,日期,门店ID,门店名称,GMV,下单人数,商家实收,商户补贴,平台补贴,无效订单数,曝光人数,有效订单数,进店人数
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-28,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-29,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-29,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-29,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-29,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-30,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-30,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-30,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-30,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-31,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-31,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-31,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-31,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-08-31,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-01,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-01,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-01,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-01,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-01,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-02,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-02,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-02,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-02,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-02,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-03,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-03,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-03,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-03,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-03,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-04,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-04,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-04,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-04,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-05,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-05,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-06,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-06,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-07,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-07,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-08,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-08,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-08,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-08,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-08,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-09,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-09,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-09,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-09,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-09,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-10,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-10,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-10,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-10,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-10,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-11,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-11,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-11,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-11,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-11,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-12,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-12,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-12,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-12,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-12,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-12,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-13,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-13,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-13,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-13,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-13,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-13,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-14,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-14,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-14,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-14,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-14,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-14,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-15,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-15,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-15,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-15,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-15,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-15,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-16,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-16,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-16,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-16,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-16,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-16,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-17,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-17,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-17,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-17,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-17,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-17,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-18,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-18,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-18,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-18,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-18,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-18,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-19,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-19,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-19,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-19,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-19,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-19,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-20,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-20,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-20,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-20,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-20,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-20,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-21,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-21,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-21,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-21,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-21,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-21,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-22,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-22,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-22,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-22,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-22,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-22,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-23,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-23,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-23,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-23,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-23,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-23,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-24,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-24,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-24,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-24,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-24,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-24,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-25,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-25,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-25,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-25,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-25,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-25,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-26,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-26,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-26,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-26,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-26,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-26,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-27,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-27,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-27,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-27,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-27,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-27,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-28,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-28,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-28,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-28,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-28,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-28,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-29,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-29,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-29,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-29,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-29,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-29,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-30,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-30,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-30,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-30,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-30,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-09-30,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-01,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-01,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-01,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-01,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-01,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-01,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-02,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-02,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-02,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-02,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-02,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-02,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-03,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-03,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-03,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-03,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-03,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-03,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-04,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-04,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-04,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-04,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-04,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-04,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-05,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-05,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-05,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-05,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-05,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-05,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-06,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-06,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-06,8052557,真如店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-06,8223184,大宁店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-06,8106681,怒江路店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-06,8260331,大世界店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-07,8165842,虹口足球场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-07,8184590,五角场店,0,,0,0,0,0,,0,
4636,蛙小辣火锅杯（总账号）,上海,meituan,2019-10-07,8052557,真如店,0,,0,0,0,0,,0,
